#   Wavelength        (Rp/Rs)**2
#           um          unitless
     2.4887385   1.496233631e-02
     2.4886765   1.518956379e-02
     2.4886146   1.467094558e-02
     2.4885527   1.459383993e-02
     2.4884907   1.537134878e-02
     2.4884288   1.474782814e-02
     2.4883669   1.513706858e-02
     2.4883050   1.477704105e-02
     2.4882431   1.469518145e-02
     2.4881811   1.456470977e-02
     2.4881192   1.461618837e-02
     2.4880573   1.454236745e-02
     2.4879954   1.495664990e-02
     2.4879335   1.543679787e-02
     2.4878716   1.451054278e-02
     2.4878097   1.494298305e-02
     2.4877478   1.447150630e-02
     2.4876860   1.448449085e-02
     2.4876241   1.451659396e-02
     2.4875622   1.475741696e-02
     2.4875003   1.525987277e-02
     2.4874384   1.462290556e-02
     2.4873766   1.473477243e-02
     2.4873147   1.450272554e-02
     2.4872528   1.449970132e-02
     2.4871910   1.497975582e-02
     2.4871291   1.459613309e-02
     2.4870673   1.462864095e-02
     2.4870054   1.449180040e-02
     2.4869435   1.501175584e-02
     2.4868817   1.498483317e-02
     2.4868199   1.489997656e-02
     2.4867580   1.538022782e-02
     2.4866962   1.539207177e-02
     2.4866343   1.489409270e-02
     2.4865725   1.455898716e-02
     2.4865107   1.451452132e-02
     2.4864489   1.475024260e-02
     2.4863870   1.483626176e-02
     2.4863252   1.451932119e-02
     2.4862634   1.447712392e-02
     2.4862016   1.448748701e-02
     2.4861398   1.540074711e-02
     2.4860780   1.459344773e-02
     2.4860162   1.485552811e-02
     2.4859544   1.469474103e-02
     2.4858926   1.459313642e-02
     2.4858308   1.456719394e-02
     2.4857690   1.457743642e-02
     2.4857072   1.464358687e-02
     2.4856454   1.460006535e-02
     2.4855836   1.464312288e-02
     2.4855218   1.444209104e-02
     2.4854601   1.444230082e-02
     2.4853983   1.473792051e-02
     2.4853365   1.515341706e-02
     2.4852747   1.465320096e-02
     2.4852130   1.453881920e-02
     2.4851512   1.519668135e-02
     2.4850895   1.514956432e-02
     2.4850277   1.462110554e-02
     2.4849660   1.478645469e-02
     2.4849042   1.472544431e-02
     2.4848425   1.454149464e-02
     2.4847807   1.460566549e-02
     2.4847190   1.452460523e-02
     2.4846572   1.448356432e-02
     2.4845955   1.450572823e-02
     2.4845338   1.452669138e-02
     2.4844720   1.469931278e-02
     2.4844103   1.465594646e-02
     2.4843486   1.528042269e-02
     2.4842869   1.465283176e-02
     2.4842252   1.518204144e-02
     2.4841635   1.451040336e-02
     2.4841017   1.453447552e-02
     2.4840400   1.463367560e-02
     2.4839783   1.514478748e-02
     2.4839166   1.453096800e-02
     2.4838549   1.502364193e-02
     2.4837932   1.450094973e-02
     2.4837316   1.452815023e-02
     2.4836699   1.519107167e-02
     2.4836082   1.451972635e-02
     2.4835465   1.473215471e-02
     2.4834848   1.522082426e-02
     2.4834232   1.472421082e-02
     2.4833615   1.454888507e-02
     2.4832998   1.495857178e-02
     2.4832381   1.543305747e-02
     2.4831765   1.470748760e-02
     2.4831148   1.481258633e-02
     2.4830532   1.466520015e-02
     2.4829915   1.445641589e-02
     2.4829299   1.444707390e-02
     2.4828682   1.449087941e-02
     2.4828066   1.462542343e-02
     2.4827449   1.452262440e-02
     2.4826833   1.493990268e-02
     2.4826216   1.504233392e-02
     2.4825600   1.502589093e-02
     2.4824984   1.460430077e-02
     2.4824368   1.536570323e-02
     2.4823751   1.471273482e-02
     2.4823135   1.484890095e-02
     2.4822519   1.473579507e-02
     2.4821903   1.452884338e-02
     2.4821287   1.460760453e-02
     2.4820671   1.512142092e-02
     2.4820055   1.448038685e-02
     2.4819439   1.458349574e-02
     2.4818823   1.469233244e-02
     2.4818207   1.459533973e-02
     2.4817591   1.449311494e-02
     2.4816975   1.454833348e-02
     2.4816359   1.518943262e-02
     2.4815743   1.474023288e-02
     2.4815127   1.508729082e-02
     2.4814512   1.473548008e-02
     2.4813896   1.450005976e-02
     2.4813280   1.503027307e-02
     2.4812664   1.516481207e-02
     2.4812049   1.453963719e-02
     2.4811433   1.482701584e-02
     2.4810818   1.458019572e-02
     2.4810202   1.536757719e-02
     2.4809586   1.460134261e-02
     2.4808971   1.471048251e-02
     2.4808355   1.447663242e-02
     2.4807740   1.470644234e-02
     2.4807125   1.488337275e-02
     2.4806509   1.448281635e-02
     2.4805894   1.454668046e-02
     2.4805279   1.477787395e-02
     2.4804663   1.457885187e-02
     2.4804048   1.475147594e-02
     2.4803433   1.473867308e-02
     2.4802818   1.482400464e-02
     2.4802202   1.464460069e-02
     2.4801587   1.457635202e-02
     2.4800972   1.486261065e-02
     2.4800357   1.469413380e-02
     2.4799742   1.475701339e-02
     2.4799127   1.463628245e-02
     2.4798512   1.481895802e-02
     2.4797897   1.470975865e-02
     2.4797282   1.512877557e-02
     2.4796667   1.460752291e-02
     2.4796052   1.501290300e-02
     2.4795438   1.456728145e-02
     2.4794823   1.496260721e-02
     2.4794208   1.494703192e-02
     2.4793593   1.453888549e-02
     2.4792979   1.467264218e-02
     2.4792364   1.451881096e-02
     2.4791749   1.449984311e-02
     2.4791135   1.443481201e-02
     2.4790520   1.460064483e-02
     2.4789906   1.462846855e-02
     2.4789291   1.532224284e-02
     2.4788677   1.474852706e-02
     2.4788062   1.473958363e-02
     2.4787448   1.478936534e-02
     2.4786833   1.460752302e-02
     2.4786219   1.466246341e-02
     2.4785605   1.447657932e-02
     2.4784990   1.445146616e-02
     2.4784376   1.444240885e-02
     2.4783762   1.468133751e-02
     2.4783147   1.459675221e-02
     2.4782533   1.475297246e-02
     2.4781919   1.494931717e-02
     2.4781305   1.535255600e-02
     2.4780691   1.483551752e-02
     2.4780077   1.476639756e-02
     2.4779463   1.452412872e-02
     2.4778849   1.470523771e-02
     2.4778235   1.448678593e-02
     2.4777621   1.442981335e-02
     2.4777007   1.449648104e-02
     2.4776393   1.441732106e-02
     2.4775779   1.445395974e-02
     2.4775165   1.471255759e-02
     2.4774552   1.485949013e-02
     2.4773938   1.476653241e-02
     2.4773324   1.463809635e-02
     2.4772710   1.461760789e-02
     2.4772097   1.457111809e-02
     2.4771483   1.461088077e-02
     2.4770869   1.464207027e-02
     2.4770256   1.457738557e-02
     2.4769642   1.446685321e-02
     2.4769029   1.452963433e-02
     2.4768415   1.529546614e-02
     2.4767802   1.455660401e-02
     2.4767188   1.492416132e-02
     2.4766575   1.455204017e-02
     2.4765962   1.533196681e-02
     2.4765348   1.482001088e-02
     2.4764735   1.538491464e-02
     2.4764122   1.512209790e-02
     2.4763508   1.452515431e-02
     2.4762895   1.515582785e-02
     2.4762282   1.469599376e-02
     2.4761669   1.450080259e-02
     2.4761056   1.487922494e-02
     2.4760443   1.441833013e-02
     2.4759830   1.443244403e-02
     2.4759217   1.450364189e-02
     2.4758604   1.508211994e-02
     2.4757991   1.451141125e-02
     2.4757378   1.450708996e-02
     2.4756765   1.448871088e-02
     2.4756152   1.455306041e-02
     2.4755539   1.451088348e-02
     2.4754926   1.539235942e-02
     2.4754313   1.481925145e-02
     2.4753701   1.512157132e-02
     2.4753088   1.495365353e-02
     2.4752475   1.459078306e-02
     2.4751863   1.451461289e-02
     2.4751250   1.479674150e-02
     2.4750637   1.450399554e-02
     2.4750025   1.506777548e-02
     2.4749412   1.507567295e-02
     2.4748800   1.463350474e-02
     2.4748187   1.472057907e-02
     2.4747575   1.476002727e-02
     2.4746962   1.469428988e-02
     2.4746350   1.449083542e-02
     2.4745738   1.449234191e-02
     2.4745125   1.446828467e-02
     2.4744513   1.462680731e-02
     2.4743901   1.459398153e-02
     2.4743288   1.490149290e-02
     2.4742676   1.449852423e-02
     2.4742064   1.447089460e-02
     2.4741452   1.455384684e-02
     2.4740840   1.463078942e-02
     2.4740228   1.451079304e-02
     2.4739616   1.496451664e-02
     2.4739004   1.479114630e-02
     2.4738392   1.450006868e-02
     2.4737780   1.460117145e-02
     2.4737168   1.449402208e-02
     2.4736556   1.472864190e-02
     2.4735944   1.510600754e-02
     2.4735332   1.454982784e-02
     2.4734720   1.471574939e-02
     2.4734108   1.492782674e-02
     2.4733497   1.460614813e-02
     2.4732885   1.459310116e-02
     2.4732273   1.494085425e-02
     2.4731661   1.470919652e-02
     2.4731050   1.478884052e-02
     2.4730438   1.475734062e-02
     2.4729827   1.471392558e-02
     2.4729215   1.448354861e-02
     2.4728604   1.497817886e-02
     2.4727992   1.458290497e-02
     2.4727381   1.449099048e-02
     2.4726769   1.440363519e-02
     2.4726158   1.438958918e-02
     2.4725546   1.492202693e-02
     2.4724935   1.484260336e-02
     2.4724324   1.457098019e-02
     2.4723713   1.465237926e-02
     2.4723101   1.513836034e-02
     2.4722490   1.460484914e-02
     2.4721879   1.453915423e-02
     2.4721268   1.445873471e-02
     2.4720657   1.440627440e-02
     2.4720045   1.482062436e-02
     2.4719434   1.445254318e-02
     2.4718823   1.477791001e-02
     2.4718212   1.542617781e-02
     2.4717601   1.471507341e-02
     2.4716990   1.464410136e-02
     2.4716380   1.465689201e-02
     2.4715769   1.510904058e-02
     2.4715158   1.454692187e-02
     2.4714547   1.510683123e-02
     2.4713936   1.477873568e-02
     2.4713325   1.464184974e-02
     2.4712715   1.492271196e-02
     2.4712104   1.443233968e-02
     2.4711493   1.453965339e-02
     2.4710883   1.474222797e-02
     2.4710272   1.475589793e-02
     2.4709661   1.448022167e-02
     2.4709051   1.460985325e-02
     2.4708440   1.465374778e-02
     2.4707830   1.496120515e-02
     2.4707219   1.463108457e-02
     2.4706609   1.442839008e-02
     2.4705999   1.439151294e-02
     2.4705388   1.465516637e-02
     2.4704778   1.442804311e-02
     2.4704168   1.442865343e-02
     2.4703557   1.452050763e-02
     2.4702947   1.488144614e-02
     2.4702337   1.461220357e-02
     2.4701727   1.453485207e-02
     2.4701116   1.460826541e-02
     2.4700506   1.460963344e-02
     2.4699896   1.534227714e-02
     2.4699286   1.533953966e-02
     2.4698676   1.510001392e-02
     2.4698066   1.452541646e-02
     2.4697456   1.467613865e-02
     2.4696846   1.445362135e-02
     2.4696236   1.441184419e-02
     2.4695626   1.449511083e-02
     2.4695017   1.465558252e-02
     2.4694407   1.465696314e-02
     2.4693797   1.497508154e-02
     2.4693187   1.459421432e-02
     2.4692577   1.442988953e-02
     2.4691968   1.442515959e-02
     2.4691358   1.451978742e-02
     2.4690748   1.441827154e-02
     2.4690139   1.450039237e-02
     2.4689529   1.450470873e-02
     2.4688920   1.445097532e-02
     2.4688310   1.517974749e-02
     2.4687701   1.494923399e-02
     2.4687091   1.477197797e-02
     2.4686482   1.446536039e-02
     2.4685872   1.448328506e-02
     2.4685263   1.454403271e-02
     2.4684654   1.463581595e-02
     2.4684044   1.469401227e-02
     2.4683435   1.451193220e-02
     2.4682826   1.468019748e-02
     2.4682216   1.455883912e-02
     2.4681607   1.482305121e-02
     2.4680998   1.507765140e-02
     2.4680389   1.447218245e-02
     2.4679780   1.459709358e-02
     2.4679171   1.465618616e-02
     2.4678562   1.469606581e-02
     2.4677953   1.448105053e-02
     2.4677344   1.442405263e-02
     2.4676735   1.445292929e-02
     2.4676126   1.442904564e-02
     2.4675517   1.469387514e-02
     2.4674908   1.445231380e-02
     2.4674299   1.444349877e-02
     2.4673690   1.461513334e-02
     2.4673082   1.466063463e-02
     2.4672473   1.455211836e-02
     2.4671864   1.461070634e-02
     2.4671256   1.477385939e-02
     2.4670647   1.479106259e-02
     2.4670038   1.446049021e-02
     2.4669430   1.451017273e-02
     2.4668821   1.496102033e-02
     2.4668213   1.463710010e-02
     2.4667604   1.469967866e-02
     2.4666996   1.447904175e-02
     2.4666387   1.458932166e-02
     2.4665779   1.522114691e-02
     2.4665170   1.449310906e-02
     2.4664562   1.449280889e-02
     2.4663954   1.532458967e-02
     2.4663345   1.452670458e-02
     2.4662737   1.474494255e-02
     2.4662129   1.451417027e-02
     2.4661521   1.447334504e-02
     2.4660912   1.468221219e-02
     2.4660304   1.466310729e-02
     2.4659696   1.467374244e-02
     2.4659088   1.461582278e-02
     2.4658480   1.457006803e-02
     2.4657872   1.450591070e-02
     2.4657264   1.503221460e-02
     2.4656656   1.473970287e-02
     2.4656048   1.445998260e-02
     2.4655440   1.449114680e-02
     2.4654832   1.446512651e-02
     2.4654225   1.450001700e-02
     2.4653617   1.473647787e-02
     2.4653009   1.514135869e-02
     2.4652401   1.469369476e-02
     2.4651793   1.446662268e-02
     2.4651186   1.448744763e-02
     2.4650578   1.480718715e-02
     2.4649970   1.514577488e-02
     2.4649363   1.533711317e-02
     2.4648755   1.454473594e-02
     2.4648148   1.450791449e-02
     2.4647540   1.450013322e-02
     2.4646933   1.474078805e-02
     2.4646325   1.453654457e-02
     2.4645718   1.520387349e-02
     2.4645110   1.448878491e-02
     2.4644503   1.509824787e-02
     2.4643896   1.452730404e-02
     2.4643288   1.453873332e-02
     2.4642681   1.457501763e-02
     2.4642074   1.455147196e-02
     2.4641467   1.443500860e-02
     2.4640859   1.497664709e-02
     2.4640252   1.453092919e-02
     2.4639645   1.444039066e-02
     2.4639038   1.446747862e-02
     2.4638431   1.455721466e-02
     2.4637824   1.550964010e-02
     2.4637217   1.475537588e-02
     2.4636610   1.454655692e-02
     2.4636003   1.458488950e-02
     2.4635396   1.454169126e-02
     2.4634789   1.471014762e-02
     2.4634182   1.460388536e-02
     2.4633576   1.448961675e-02
     2.4632969   1.453402382e-02
     2.4632362   1.462578543e-02
     2.4631755   1.448942753e-02
     2.4631149   1.472900682e-02
     2.4630542   1.454416079e-02
     2.4629935   1.446949051e-02
     2.4629329   1.465029384e-02
     2.4628722   1.447433480e-02
     2.4628115   1.457359356e-02
     2.4627509   1.527175976e-02
     2.4626902   1.485609384e-02
     2.4626296   1.452359968e-02
     2.4625690   1.448745404e-02
     2.4625083   1.491335461e-02
     2.4624477   1.469488446e-02
     2.4623870   1.448570549e-02
     2.4623264   1.453115320e-02
     2.4622658   1.547511646e-02
     2.4622052   1.454126347e-02
     2.4621445   1.478519084e-02
     2.4620839   1.477301996e-02
     2.4620233   1.455069830e-02
     2.4619627   1.456597101e-02
     2.4619021   1.469998053e-02
     2.4618415   1.462924689e-02
     2.4617809   1.445032784e-02
     2.4617203   1.447596595e-02
     2.4616597   1.449454993e-02
     2.4615991   1.485932274e-02
     2.4615385   1.468146912e-02
     2.4614779   1.445636967e-02
     2.4614173   1.459015713e-02
     2.4613567   1.490134840e-02
     2.4612961   1.508424820e-02
     2.4612355   1.451887780e-02
     2.4611750   1.471731682e-02
     2.4611144   1.441609744e-02
     2.4610538   1.446704038e-02
     2.4609933   1.448432525e-02
     2.4609327   1.521276902e-02
     2.4608721   1.451114424e-02
     2.4608116   1.456740917e-02
     2.4607510   1.534241690e-02
     2.4606905   1.466880925e-02
     2.4606299   1.481878421e-02
     2.4605694   1.490902681e-02
     2.4605088   1.443943883e-02
     2.4604483   1.457603662e-02
     2.4603878   1.465745139e-02
     2.4603272   1.446888896e-02
     2.4602667   1.485581767e-02
     2.4602062   1.441381699e-02
     2.4601456   1.469000193e-02
     2.4600851   1.494494282e-02
     2.4600246   1.460491572e-02
     2.4599641   1.462353133e-02
     2.4599036   1.457893056e-02
     2.4598431   1.457782862e-02
     2.4597826   1.466053199e-02
     2.4597221   1.445492124e-02
     2.4596616   1.452536449e-02
     2.4596011   1.446228246e-02
     2.4595406   1.445418050e-02
     2.4594801   1.445145502e-02
     2.4594196   1.499780799e-02
     2.4593591   1.460021146e-02
     2.4592986   1.465112706e-02
     2.4592381   1.474340441e-02
     2.4591777   1.450926093e-02
     2.4591172   1.470816936e-02
     2.4590567   1.473517089e-02
     2.4589962   1.478807459e-02
     2.4589358   1.448651326e-02
     2.4588753   1.462572980e-02
     2.4588149   1.472886939e-02
     2.4587544   1.450366450e-02
     2.4586939   1.440696112e-02
     2.4586335   1.438518324e-02
     2.4585730   1.451216579e-02
     2.4585126   1.473838244e-02
     2.4584522   1.461116441e-02
     2.4583917   1.440887448e-02
     2.4583313   1.439304395e-02
     2.4582709   1.442660432e-02
     2.4582104   1.443049232e-02
     2.4581500   1.451340474e-02
     2.4580896   1.452103293e-02
     2.4580292   1.484834343e-02
     2.4579687   1.448245067e-02
     2.4579083   1.452225560e-02
     2.4578479   1.486096706e-02
     2.4577875   1.507170714e-02
     2.4577271   1.482585827e-02
     2.4576667   1.475205951e-02
     2.4576063   1.449388055e-02
     2.4575459   1.481614910e-02
     2.4574855   1.483617068e-02
     2.4574251   1.450988437e-02
     2.4573647   1.488982438e-02
     2.4573043   1.450315153e-02
     2.4572440   1.456583519e-02
     2.4571836   1.451854621e-02
     2.4571232   1.461177237e-02
     2.4570628   1.453850103e-02
     2.4570025   1.450879305e-02
     2.4569421   1.476879697e-02
     2.4568817   1.440841470e-02
     2.4568214   1.438525310e-02
     2.4567610   1.469467942e-02
     2.4567007   1.458192351e-02
     2.4566403   1.463977445e-02
     2.4565799   1.456266738e-02
     2.4565196   1.475805869e-02
     2.4564593   1.479702606e-02
     2.4563989   1.503683061e-02
     2.4563386   1.543437262e-02
     2.4562782   1.457223768e-02
     2.4562179   1.463383964e-02
     2.4561576   1.444290497e-02
     2.4560973   1.444215644e-02
     2.4560369   1.444042357e-02
     2.4559766   1.462604728e-02
     2.4559163   1.445962419e-02
     2.4558560   1.457635545e-02
     2.4557957   1.520515786e-02
     2.4557354   1.462895114e-02
     2.4556751   1.446433934e-02
     2.4556148   1.442696021e-02
     2.4555545   1.440133957e-02
     2.4554942   1.449956638e-02
     2.4554339   1.517752379e-02
     2.4553736   1.455489148e-02
     2.4553133   1.442889626e-02
     2.4552530   1.472884346e-02
     2.4551927   1.478612607e-02
     2.4551325   1.481944535e-02
     2.4550722   1.461001723e-02
     2.4550119   1.455727556e-02
     2.4549516   1.538764904e-02
     2.4548914   1.514841850e-02
     2.4548311   1.455419826e-02
     2.4547708   1.458582154e-02
     2.4547106   1.448935284e-02
     2.4546503   1.444982695e-02
     2.4545901   1.452989592e-02
     2.4545298   1.447999338e-02
     2.4544696   1.457982909e-02
     2.4544093   1.454218987e-02
     2.4543491   1.450158539e-02
     2.4542889   1.490985427e-02
     2.4542286   1.443912374e-02
     2.4541684   1.444560774e-02
     2.4541082   1.477260375e-02
     2.4540480   1.512385849e-02
     2.4539877   1.455584501e-02
     2.4539275   1.450324508e-02
     2.4538673   1.452849816e-02
     2.4538071   1.486780635e-02
     2.4537469   1.442679084e-02
     2.4536867   1.444978249e-02
     2.4536265   1.447245166e-02
     2.4535663   1.481164976e-02
     2.4535061   1.460829505e-02
     2.4534459   1.460170104e-02
     2.4533857   1.447133554e-02
     2.4533255   1.444349747e-02
     2.4532653   1.455607612e-02
     2.4532051   1.451432418e-02
     2.4531449   1.464071521e-02
     2.4530848   1.447645671e-02
     2.4530246   1.440959932e-02
     2.4529644   1.453461190e-02
     2.4529042   1.447020615e-02
     2.4528441   1.453641920e-02
     2.4527839   1.449013378e-02
     2.4527237   1.468275794e-02
     2.4526636   1.436245733e-02
     2.4526034   1.447570083e-02
     2.4525433   1.448101040e-02
     2.4524831   1.466372457e-02
     2.4524230   1.470803243e-02
     2.4523629   1.457444634e-02
     2.4523027   1.451768251e-02
     2.4522426   1.442638537e-02
     2.4521824   1.444456583e-02
     2.4521223   1.452334190e-02
     2.4520622   1.542127178e-02
     2.4520021   1.449755454e-02
     2.4519419   1.446275036e-02
     2.4518818   1.446972270e-02
     2.4518217   1.517176178e-02
     2.4517616   1.464943786e-02
     2.4517015   1.449029986e-02
     2.4516414   1.444200283e-02
     2.4515813   1.451052831e-02
     2.4515212   1.458200342e-02
     2.4514611   1.441153605e-02
     2.4514010   1.443157733e-02
     2.4513409   1.445204070e-02
     2.4512808   1.457782165e-02
     2.4512207   1.453013736e-02
     2.4511606   1.460746384e-02
     2.4511005   1.475384151e-02
     2.4510405   1.446580300e-02
     2.4509804   1.472258448e-02
     2.4509203   1.466525933e-02
     2.4508603   1.449518791e-02
     2.4508002   1.473975049e-02
     2.4507401   1.451953472e-02
     2.4506801   1.516269214e-02
     2.4506200   1.451864901e-02
     2.4505600   1.476329451e-02
     2.4504999   1.497583808e-02
     2.4504399   1.450907295e-02
     2.4503798   1.442447071e-02
     2.4503198   1.444841176e-02
     2.4502597   1.444419920e-02
     2.4501997   1.434075271e-02
     2.4501397   1.453717758e-02
     2.4500796   1.446655910e-02
     2.4500196   1.454077464e-02
     2.4499596   1.453362183e-02
     2.4498996   1.520822563e-02
     2.4498395   1.442749498e-02
     2.4497795   1.454750032e-02
     2.4497195   1.439503491e-02
     2.4496595   1.456455463e-02
     2.4495995   1.439335901e-02
     2.4495395   1.452957506e-02
     2.4494795   1.453930115e-02
     2.4494195   1.460084995e-02
     2.4493595   1.448047151e-02
     2.4492995   1.519644077e-02
     2.4492395   1.454327640e-02
     2.4491795   1.473657405e-02
     2.4491195   1.469635947e-02
     2.4490596   1.452567047e-02
     2.4489996   1.460817805e-02
     2.4489396   1.440533457e-02
     2.4488796   1.447093484e-02
     2.4488197   1.433879157e-02
     2.4487597   1.450395546e-02
     2.4486997   1.444086193e-02
     2.4486398   1.493167542e-02
     2.4485798   1.445618212e-02
     2.4485199   1.451828415e-02
     2.4484599   1.458174062e-02
     2.4484000   1.433380087e-02
     2.4483400   1.432422792e-02
     2.4482801   1.429854365e-02
     2.4482201   1.442444302e-02
     2.4481602   1.443772386e-02
     2.4481003   1.442769969e-02
     2.4480403   1.512629269e-02
     2.4479804   1.457701321e-02
     2.4479205   1.530121504e-02
     2.4478606   1.447386321e-02
     2.4478007   1.444612764e-02
     2.4477407   1.446564827e-02
     2.4476808   1.449385869e-02
     2.4476209   1.446693688e-02
     2.4475610   1.434446074e-02
     2.4475011   1.438982151e-02
     2.4474412   1.445521132e-02
     2.4473813   1.493603148e-02
     2.4473214   1.451701498e-02
     2.4472615   1.473744462e-02
     2.4472016   1.437350920e-02
     2.4471417   1.437232316e-02
     2.4470819   1.430237739e-02
     2.4470220   1.438216510e-02
     2.4469621   1.452578294e-02
     2.4469022   1.493587692e-02
